City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Namie,JP,37.48,141.0,77.0,89,100,8.25,moderate rain
364,Athabasca,CA,54.72,-113.29,56.71,45,35,19.62,scattered clouds
365,Washington,US,47.5,-120.5,80.01,21,0,1.01,clear sky
366,Xingyi,CN,24.19,102.82,60.96,96,100,0.4,moderate rain
367,Axim,GH,4.87,-2.24,74.66,87,100,8.14,overcast clouds
368,Saint-Augustin,CA,51.23,-58.65,54.54,72,61,22.93,broken clouds
369,Winnemucca,US,40.97,-117.74,87.8,8,1,9.17,clear sky
370,Kurchum,KZ,48.57,83.65,58.26,55,0,3.31,clear sky
371,Mezen,RU,65.85,44.24,48.67,94,100,8.77,light rain
372,Esmeraldas,BR,-19.76,-44.31,77.0,47,32,9.17,scattered clouds
373,Steinbach,DE,50.17,8.57,61.0,93,20,8.05,few clouds
374,Nadym,RU,65.53,72.52,42.94,81,89,12.3,overcast clouds
375,Marathon,US,44.9,-89.77,73.0,43,20,8.28,few clouds
376,Kodiak,US,57.79,-152.41,53.71,92,100,20.6,light rain
377,Gubbi,IN,13.31,76.94,69.94,89,16,4.27,light rain
378,Ornskoldsvik,SE,63.29,18.72,50.0,93,100,6.93,moderate rain
379,Bartoszyce,PL,54.25,20.81,57.07,94,100,6.58,moderate rain
380,Namibe,AO,-15.2,12.15,62.24,69,9,6.49,clear sky
381,Luderitz,NA,-26.65,15.16,56.77,37,48,20.74,scattered clouds
382,Bilgoraj,PL,50.54,22.72,79.0,75,48,11.25,scattered clouds
383,Nouakchott,MR,18.09,-15.98,84.2,66,27,11.41,scattered clouds
384,Nicoya,CR,10.15,-85.45,78.8,94,40,12.75,scattered clouds
385,Inhambane,MZ,-23.86,35.38,70.97,85,98,15.17,overcast clouds
386,Kijang,KR,35.24,129.21,78.8,78,75,10.29,broken clouds
387,Zhanakorgan,KZ,43.91,67.25,75.24,25,0,13.94,clear sky
388,Kayerkan,RU,69.35,87.76,44.6,100,90,11.18,fog
389,Quelimane,MZ,-17.88,36.89,75.2,83,0,3.36,clear sky
390,Francistown,BW,-21.17,27.51,65.39,50,100,8.28,overcast clouds
391,Aksu,CN,41.12,80.26,67.35,49,3,3.31,clear sky
392,Gamay,PH,12.39,125.3,79.61,86,97,7.74,light rain
393,Yulara,AU,-25.24,130.99,53.6,58,0,6.93,clear sky
394,Bandarbeyla,SO,9.49,50.81,76.51,79,100,20.69,overcast clouds
395,Grindavik,IS,63.84,-22.43,51.8,100,90,32.21,moderate rain
396,Dabhoi,IN,22.18,73.43,76.53,91,93,12.48,moderate rain
397,Fort-Shevchenko,KZ,44.51,50.26,74.59,71,0,15.97,clear sky
398,Varangaon,IN,21.02,75.9,73.53,90,3,5.66,clear sky
399,Pangai,TO,-19.8,-174.35,80.6,78,75,11.41,broken clouds
400,Penzance,GB,50.12,-5.54,53.01,76,99,8.05,overcast clouds
401,Martinez,US,38.02,-122.13,89.01,37,1,10.29,clear sky
402,Bonthe,SL,7.53,-12.51,76.64,85,100,12.48,light rain
403,Baoying,CN,33.23,119.31,75.72,97,5,3.98,light rain
404,Ryazan,RU,54.62,39.74,68.0,57,0,4.0,clear sky
405,Mehran,IR,33.12,46.16,77.0,20,0,4.7,clear sky
406,Chai Nat,TH,15.19,100.12,78.28,89,100,5.06,overcast clouds
407,Erdaojiang,CN,41.78,126.03,64.94,86,87,2.48,overcast clouds
408,Leningradskiy,RU,69.38,178.42,35.98,92,100,5.19,overcast clouds
409,Nimaparha,IN,20.07,86.02,82.4,94,20,5.82,haze
410,Arman,RU,59.7,150.17,53.55,51,1,2.33,clear sky
411,Bambanglipuro,ID,-7.95,110.28,73.2,83,65,8.75,broken clouds
412,Ericeira,PT,38.96,-9.42,64.99,70,34,1.01,scattered clouds
413,Vardo,NO,70.37,31.11,44.6,81,20,4.7,few clouds
414,Blagoyevo,RU,63.37,47.92,47.05,93,91,6.24,overcast clouds
415,Edd,ER,13.93,41.69,92.37,53,95,5.68,overcast clouds
416,Pascagoula,US,30.37,-88.56,87.8,70,75,10.45,broken clouds
417,Gaoyou,CN,32.79,119.43,81.0,90,76,3.91,light rain
418,Kiunga,PG,-6.12,141.29,74.39,96,93,1.95,overcast clouds
419,Zabol,AF,32.25,67.25,66.09,24,0,4.83,clear sky
420,Bafq,IR,31.61,55.41,67.64,27,0,1.95,clear sky
421,Itatiba,BR,-23.01,-46.84,84.2,28,0,8.05,clear sky
422,Imbituba,BR,-28.24,-48.67,66.2,72,40,21.92,scattered clouds
423,Boguchany,RU,58.38,97.45,48.36,92,3,2.24,clear sky
424,Westport,US,41.14,-73.36,78.01,54,5,9.55,clear sky
425,Fairbanks,US,64.84,-147.72,64.0,39,1,8.05,clear sky
426,Swakopmund,NA,-22.68,14.53,53.01,76,0,5.82,clear sky
427,Muyezerskiy,RU,63.93,31.65,46.98,79,66,1.21,broken clouds
428,Yuxia,CN,34.06,108.63,70.0,93,90,8.95,overcast clouds
429,Bajil,YE,15.06,43.29,89.37,52,64,6.98,broken clouds
430,Lagoa,PT,39.05,-27.98,74.5,95,31,11.1,scattered clouds
431,Mantua,IT,45.17,10.78,66.0,76,88,3.0,overcast clouds
432,Coari,BR,-4.08,-63.14,83.28,66,87,2.15,light rain
433,Ejido,VE,8.55,-71.24,70.38,66,100,2.77,moderate rain
434,Tatarsk,RU,55.22,75.98,58.98,86,0,7.11,clear sky
435,Cuiluan,CN,47.72,128.65,54.16,94,100,4.41,light rain
436,Clonakilty,IE,51.62,-8.87,48.2,81,40,3.36,scattered clouds
437,Alyangula,AU,-13.85,136.42,80.6,65,90,8.05,overcast clouds
438,Brae,GB,60.4,-1.35,46.4,87,99,6.93,overcast clouds
439,Pampa,US,35.54,-100.96,93.2,36,1,11.41,clear sky
440,Alexandria,EG,31.22,29.96,80.6,83,40,6.93,scattered clouds
441,Clearwater,US,27.97,-82.8,78.8,100,75,5.82,heavy intensity rain
442,Doha,QA,25.29,51.53,95.0,67,29,3.36,scattered clouds
443,Vanimo,PG,-2.67,141.3,79.36,80,96,3.74,overcast clouds
444,Rantepao,ID,-2.97,119.9,64.35,85,88,1.34,overcast clouds
445,Trincomalee,LK,8.57,81.23,79.72,82,98,14.97,overcast clouds
446,Buraydah,SA,26.33,43.98,89.6,19,0,8.05,clear sky
447,Galle,LK,6.04,80.22,80.49,82,85,11.95,light rain
448,Zhezkazgan,KZ,47.8,67.71,66.2,39,0,11.18,clear sky
449,Andenes,NO,69.31,16.12,39.2,86,82,6.93,light rain
450,Kaniama,CD,-7.57,24.18,72.21,73,11,2.51,few clouds
451,Tukrah,LY,32.53,20.58,75.83,75,0,11.56,clear sky
452,Lerwick,GB,60.15,-1.15,46.4,87,100,5.82,overcast clouds
453,Aracati,BR,-4.56,-37.77,78.64,72,0,12.35,clear sky
454,Dunedin,NZ,-45.87,170.5,55.99,48,100,4.0,overcast clouds
455,Dingle,PH,11.0,122.67,76.98,89,86,5.55,overcast clouds
456,Tongren,CN,27.72,109.19,70.43,86,0,2.26,clear sky
457,Pangnirtung,CA,66.15,-65.71,55.0,42,39,3.42,scattered clouds
458,Timmins,CA,48.47,-81.33,55.4,66,75,4.7,broken clouds
459,Yining,CN,29.04,114.56,74.62,82,45,1.14,scattered clouds
460,Luziania,BR,-16.25,-47.95,84.2,26,100,8.05,overcast clouds
461,Kutum,SD,14.2,24.67,77.77,57,67,4.41,broken clouds
462,Zapolyarnyy,RU,69.42,30.81,46.4,93,75,10.29,broken clouds
463,Eydhafushi,MV,5.1,73.07,82.62,73,98,8.32,light rain
464,Matara,LK,5.95,80.54,79.54,84,77,10.96,moderate rain
465,Suzhou,CN,31.31,120.62,82.0,90,9,4.85,clear sky
466,Linda,US,39.13,-121.55,89.6,35,1,5.82,haze
467,Baiquan,CN,47.58,126.08,57.43,96,100,14.0,moderate rain
468,Sydney,AU,-33.87,151.21,64.99,55,14,13.87,few clouds
469,Jacareacanga,BR,-6.22,-57.75,79.52,64,31,1.81,scattered clouds
470,At-Bashi,KG,41.17,75.81,52.9,54,0,4.34,clear sky
471,Okhotsk,RU,59.38,143.3,56.77,77,100,15.64,overcast clouds
472,Shuyskoye,RU,59.37,41.03,52.77,97,100,1.43,overcast clouds
473,Ranong,TH,9.97,98.63,80.17,79,84,3.8,broken clouds
474,Sola,VU,-13.88,167.55,82.4,78,75,9.17,broken clouds
475,Bath,GB,51.38,-2.36,52.0,77,100,2.82,overcast clouds
476,Bilma,NE,18.69,12.92,89.69,40,20,2.91,light rain
477,Iskateley,RU,67.68,53.15,50.43,98,100,3.85,light rain
478,Aksehir,TR,38.36,31.42,69.53,24,0,2.46,clear sky
479,Poum,NC,-20.23,164.02,69.1,68,1,7.52,clear sky
480,Bandar,ID,2.05,99.75,72.37,94,100,1.9,moderate rain
481,Rairangpur,IN,22.27,86.18,76.82,84,100,4.34,overcast clouds
482,Champasak,LA,14.75,106.0,72.48,97,96,2.3,overcast clouds
483,Itacare,BR,-14.28,-39.0,72.93,86,0,5.61,clear sky
484,Pathein,MM,16.78,94.73,78.49,92,100,5.44,overcast clouds
485,Ahuimanu,US,21.44,-157.84,87.8,61,75,16.11,broken clouds
486,Padang,ID,-0.95,100.35,77.23,80,100,4.76,overcast clouds
487,Aasiaat,GL,68.71,-52.87,42.31,73,0,6.69,clear sky
488,Goderich,CA,43.75,-81.72,69.01,71,16,10.0,few clouds
489,Bayan,CN,46.08,127.4,58.59,90,100,12.26,overcast clouds
490,Mitsamiouli,KM,-11.38,43.28,76.15,66,0,3.58,clear sky
491,Mabaruma,GY,8.2,-59.78,78.62,94,99,3.06,overcast clouds
492,College,US,64.86,-147.8,64.0,45,20,5.82,few clouds
493,Paray-Le-Monial,FR,46.45,4.12,57.99,87,38,1.12,scattered clouds
494,Viedma,AR,-40.81,-63.0,46.51,65,0,9.06,clear sky
495,Wamba,NG,8.93,8.6,72.3,93,99,3.15,light rain
496,Karratha,AU,-20.74,116.85,69.8,45,1,1.77,clear sky
497,Sayan,PE,-11.14,-77.19,69.69,46,18,5.79,few clouds
498,Daru,PG,-9.08,143.21,77.9,87,98,19.6,light rain
499,Ipira,BR,-12.16,-39.74,72.81,72,14,13.96,few clouds
500,Broome,US,42.25,-75.83,71.01,48,1,10.29,clear sky
501,Kalabo,ZM,-14.97,22.68,70.83,56,94,5.21,overcast clouds
502,Maraa,BR,-1.83,-65.37,77.23,82,94,3.38,overcast clouds
503,Ulu-Telyak,RU,54.91,56.97,56.93,94,100,1.99,overcast clouds
504,Tilichiki,RU,60.47,166.1,50.56,70,98,15.48,overcast clouds
505,Balabac,PH,7.99,117.06,81.41,73,94,1.92,overcast clouds
506,Jaguaribe,BR,-5.89,-38.62,87.51,31,60,12.06,broken clouds
507,Newport,GB,51.59,-3.0,54.0,80,100,4.97,overcast clouds
508,Sucua,EC,-2.47,-78.17,69.8,88,40,4.7,shower rain
509,Maceio,BR,-9.67,-35.74,73.4,94,90,9.17,light rain
510,Belmonte,BR,-15.86,-38.88,75.2,78,40,9.17,scattered clouds
511,Japura,ID,-0.32,102.35,73.44,96,99,2.62,overcast clouds
512,Kenora,CA,49.82,-94.43,64.4,82,90,11.41,shower rain
513,Groningen,NL,53.25,6.75,61.0,87,75,8.05,light rain
514,Nagutskoye,RU,44.44,42.88,66.2,52,0,8.95,clear sky
515,Baruun-Urt,MN,46.68,113.28,47.3,96,34,5.84,scattered clouds
516,Mackenzie,CA,55.3,-123.17,55.4,62,20,8.05,few clouds
517,Pemangkat,ID,1.17,108.97,77.59,87,91,3.58,moderate rain
518,Zhigansk,RU,66.77,123.37,48.38,94,100,8.41,overcast clouds
519,Ouegoa,NC,-20.35,164.43,71.15,62,1,10.78,clear sky
520,Sawakin,SD,19.11,37.33,91.89,40,100,9.06,overcast clouds
521,Kabwe,ZM,-14.45,28.45,67.14,26,0,5.64,clear sky
522,Negara,ID,-8.32,114.6,73.13,84,100,8.1,overcast clouds
523,Rio Grande,BR,-0.92,-48.06,80.6,78,20,4.7,few clouds
524,Macenta,GN,8.54,-9.47,69.01,97,74,2.26,light rain
525,Kemin,KG,42.78,75.69,63.68,41,0,5.01,clear sky
526,Tura,IN,25.52,90.22,75.06,92,100,4.38,overcast clouds
527,Atbasar,KZ,51.8,68.33,66.45,48,9,5.21,clear sky
528,Camocim,BR,-2.9,-40.84,80.87,66,61,19.17,broken clouds
529,Salinas,US,36.68,-121.66,73.99,68,1,13.87,clear sky
